0    ,age,two_year_recid,c_charge_degree,race            ,sex   ,priors_count,length_of_stay,score
7791 ,22 ,1             ,M              ,African-American,Male  ,1           ,0             ,0
7645 ,57 ,1             ,F              ,African-American,Male  ,0           ,0             ,1
7692 ,45 ,0             ,M              ,Other           ,Male  ,2           ,2             ,1
10694,46 ,0             ,M              ,African-American,Male  ,2           ,1             ,1
8361 ,37 ,0             ,F              ,African-American,Male  ,7           ,1             ,1
1829 ,30 ,0             ,F              ,Other           ,Female,0           ,1             ,1
6834 ,37 ,0             ,F              ,Other           ,Male  ,1           ,2             ,1
2055 ,22 ,0             ,F              ,African-American,Male  ,6           ,1             ,0
83   ,30 ,0             ,M              ,Other           ,Male  ,0           ,23            ,1
2051 ,31 ,1             ,F              ,Other           ,Male  ,0           ,35            ,1
4722 ,26 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
9714 ,23 ,1             ,F              ,African-American,Male  ,8           ,2             ,0
5298 ,28 ,0             ,M              ,Other           ,Male  ,9           ,0             ,1
6595 ,40 ,0             ,F              ,African-American,Male  ,0           ,1             ,1
6968 ,31 ,1             ,F              ,African-American,Male  ,10          ,181           ,1
10243,29 ,0             ,M              ,Other           ,Female,0           ,0             ,1
7279 ,28 ,1             ,M              ,African-American,Male  ,1           ,1             ,1
1976 ,23 ,1             ,F              ,Other           ,Male  ,6           ,0             ,1
1062 ,37 ,0             ,F              ,African-American,Male  ,6           ,1             ,1
10823,44 ,1             ,M              ,Other           ,Male  ,0           ,1             ,1
9832 ,25 ,1             ,M              ,Other           ,Male  ,1           ,3             ,1
2350 ,30 ,1             ,M              ,African-American,Male  ,7           ,2             ,0
7922 ,37 ,0             ,F              ,African-American,Male  ,8           ,1             ,1
4684 ,35 ,1             ,M              ,Other           ,Male  ,0           ,15            ,0
6154 ,32 ,0             ,M              ,African-American,Male  ,1           ,0             ,1
7859 ,29 ,1             ,F              ,Other           ,Male  ,8           ,0             ,1
1250 ,35 ,1             ,F              ,African-American,Male  ,13          ,5             ,0
4367 ,35 ,1             ,M              ,African-American,Female,3           ,0             ,1
5605 ,38 ,0             ,F              ,African-American,Male  ,0           ,1             ,1
6353 ,57 ,0             ,M              ,African-American,Male  ,0           ,0             ,1
3706 ,39 ,0             ,F              ,African-American,Female,1           ,0             ,1
189  ,52 ,0             ,M              ,Other           ,Male  ,3           ,0             ,0
3648 ,49 ,1             ,F              ,African-American,Male  ,10          ,43            ,1
5773 ,35 ,0             ,F              ,African-American,Male  ,1           ,0             ,1
8357 ,22 ,1             ,F              ,African-American,Male  ,0           ,1             ,1
2721 ,25 ,1             ,F              ,Other           ,Male  ,24          ,0             ,0
7871 ,19 ,1             ,F              ,African-American,Male  ,1           ,3             ,1
9488 ,21 ,1             ,M              ,Other           ,Male  ,0           ,0             ,1
7426 ,26 ,0             ,F              ,African-American,Male  ,5           ,1             ,1
7479 ,24 ,0             ,F              ,Other           ,Male  ,0           ,15            ,0
347  ,43 ,1             ,F              ,Other           ,Male  ,13          ,51            ,1
1066 ,40 ,0             ,F              ,Other           ,Male  ,1           ,1             ,1
6247 ,42 ,1             ,M              ,African-American,Male  ,17          ,51            ,1
5224 ,25 ,1             ,F              ,African-American,Male  ,0           ,-1            ,0
10549,31 ,0             ,F              ,Other           ,Male  ,0           ,67            ,1
8611 ,27 ,1             ,F              ,African-American,Male  ,7           ,2             ,1
10530,25 ,0             ,F              ,African-American,Female,1           ,4             ,1
975  ,21 ,0             ,F              ,African-American,Male  ,0           ,0             ,1
2363 ,41 ,0             ,F              ,Other           ,Male  ,5           ,1             ,1
5614 ,33 ,1             ,F              ,African-American,Male  ,2           ,0             ,0
2009 ,32 ,1             ,M              ,African-American,Male  ,4           ,1             ,1
3089 ,23 ,0             ,M              ,African-American,Female,0           ,0             ,1
10648,27 ,1             ,F              ,Other           ,Male  ,4           ,3             ,1
2488 ,46 ,1             ,M              ,Other           ,Female,0           ,2             ,1
4384 ,21 ,1             ,F              ,African-American,Male  ,1           ,0             ,0
4590 ,37 ,1             ,M              ,Other           ,Male  ,3           ,2             ,1
1533 ,39 ,0             ,F              ,African-American,Male  ,1           ,4             ,1
8467 ,28 ,1             ,M              ,African-American,Male  ,6           ,5             ,1
2056 ,30 ,0             ,F              ,African-American,Male  ,6           ,133           ,1
10946,27 ,0             ,M              ,African-American,Male  ,1           ,16            ,1
831  ,47 ,0             ,M              ,Other           ,Male  ,1           ,0             ,1
5858 ,29 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
6715 ,25 ,0             ,M              ,African-American,Female,0           ,44            ,1
9653 ,24 ,0             ,F              ,Other           ,Male  ,1           ,1             ,1
6560 ,54 ,0             ,F              ,African-American,Female,6           ,1             ,1
8885 ,22 ,1             ,F              ,African-American,Male  ,1           ,-1            ,0
9283 ,40 ,1             ,F              ,Other           ,Male  ,5           ,0             ,1
5917 ,32 ,1             ,M              ,African-American,Male  ,1           ,3             ,1
7890 ,26 ,0             ,M              ,African-American,Male  ,6           ,10            ,0
10880,36 ,0             ,M              ,Other           ,Female,1           ,0             ,1
8116 ,21 ,0             ,F              ,Other           ,Male  ,1           ,0             ,1
1395 ,21 ,1             ,F              ,African-American,Male  ,2           ,0             ,0
10136,34 ,1             ,F              ,African-American,Male  ,2           ,0             ,1
2943 ,42 ,0             ,F              ,Other           ,Male  ,0           ,2             ,1
396  ,20 ,0             ,F              ,African-American,Male  ,0           ,2             ,0
3563 ,45 ,1             ,F              ,African-American,Male  ,17          ,46            ,1
6996 ,21 ,1             ,M              ,African-American,Female,0           ,0             ,1
7391 ,21 ,1             ,F              ,African-American,Male  ,0           ,1             ,0
2854 ,31 ,1             ,F              ,African-American,Male  ,19          ,0             ,0
4680 ,34 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
7305 ,58 ,1             ,F              ,Other           ,Female,0           ,1             ,1
8532 ,30 ,0             ,F              ,African-American,Male  ,1           ,83            ,1
6605 ,22 ,0             ,F              ,African-American,Female,0           ,0             ,0
5604 ,33 ,0             ,F              ,African-American,Male  ,8           ,2             ,1
3732 ,26 ,0             ,M              ,African-American,Male  ,1           ,32            ,1
5669 ,32 ,1             ,F              ,African-American,Male  ,17          ,0             ,0
9336 ,26 ,0             ,F              ,African-American,Male  ,5           ,0             ,1
5749 ,30 ,0             ,M              ,Other           ,Male  ,6           ,0             ,1
4307 ,21 ,0             ,F              ,African-American,Male  ,1           ,13            ,0
1142 ,37 ,0             ,F              ,African-American,Female,0           ,37            ,1
651  ,26 ,0             ,F              ,African-American,Male  ,3           ,33            ,1
4431 ,53 ,1             ,M              ,Other           ,Male  ,1           ,4             ,1
4584 ,62 ,0             ,M              ,Other           ,Male  ,3           ,0             ,1
7974 ,37 ,1             ,M              ,African-American,Male  ,0           ,1             ,1
6997 ,25 ,1             ,M              ,African-American,Male  ,2           ,4             ,1
7869 ,23 ,1             ,F              ,African-American,Female,2           ,1             ,1
114  ,22 ,0             ,F              ,Other           ,Male  ,0           ,57            ,0
3780 ,24 ,0             ,M              ,Other           ,Male  ,2           ,15            ,1
8863 ,31 ,1             ,F              ,Other           ,Male  ,5           ,37            ,1
4031 ,53 ,0             ,M              ,African-American,Male  ,0           ,0             ,1
5813 ,42 ,1             ,F              ,African-American,Male  ,0           ,33            ,1
10293,23 ,0             ,F              ,Other           ,Male  ,1           ,1             ,1
9219 ,28 ,0             ,M              ,African-American,Male  ,7           ,0             ,1
9322 ,20 ,1             ,F              ,African-American,Male  ,1           ,187           ,0
10449,51 ,0             ,M              ,African-American,Female,3           ,0             ,1
1505 ,21 ,1             ,F              ,African-American,Male  ,0           ,0             ,0
2571 ,24 ,1             ,F              ,African-American,Male  ,4           ,26            ,0
5837 ,34 ,0             ,M              ,Other           ,Female,0           ,1             ,1
9326 ,35 ,1             ,M              ,Other           ,Male  ,3           ,0             ,1
6373 ,29 ,1             ,M              ,African-American,Male  ,7           ,8             ,0
7700 ,28 ,1             ,F              ,African-American,Male  ,6           ,80            ,0
3093 ,24 ,0             ,F              ,Other           ,Female,1           ,1             ,1
10509,25 ,0             ,F              ,African-American,Male  ,3           ,1             ,1
656  ,29 ,0             ,F              ,African-American,Male  ,2           ,0             ,1
2680 ,29 ,0             ,F              ,African-American,Male  ,0           ,2             ,0
7585 ,34 ,0             ,M              ,Other           ,Male  ,2           ,1             ,1
4187 ,44 ,1             ,F              ,Other           ,Female,1           ,1             ,1
9506 ,24 ,1             ,M              ,African-American,Male  ,0           ,15            ,0
10532,37 ,1             ,M              ,African-American,Male  ,4           ,1             ,1
8189 ,48 ,0             ,F              ,Other           ,Male  ,0           ,33            ,1
6075 ,29 ,1             ,F              ,African-American,Male  ,12          ,12            ,0
1240 ,29 ,0             ,F              ,African-American,Male  ,16          ,17            ,0
5593 ,37 ,1             ,M              ,Other           ,Male  ,4           ,0             ,1
1463 ,36 ,1             ,M              ,African-American,Male  ,5           ,19            ,0
8416 ,24 ,0             ,F              ,African-American,Female,0           ,0             ,1
2857 ,25 ,0             ,F              ,African-American,Male  ,2           ,274           ,0
9096 ,25 ,0             ,F              ,African-American,Male  ,5           ,36            ,1
9328 ,41 ,0             ,F              ,Other           ,Female,0           ,1             ,1
4773 ,23 ,0             ,F              ,African-American,Male  ,1           ,0             ,1
627  ,53 ,0             ,F              ,African-American,Male  ,11          ,110           ,1
28   ,21 ,0             ,F              ,Other           ,Female,0           ,1             ,1
5272 ,42 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
1166 ,27 ,1             ,F              ,African-American,Male  ,4           ,0             ,0
10126,20 ,1             ,M              ,Other           ,Female,0           ,0             ,1
10335,45 ,0             ,F              ,Other           ,Female,1           ,2             ,1
9741 ,21 ,1             ,F              ,African-American,Male  ,1           ,1             ,0
7450 ,32 ,1             ,M              ,African-American,Male  ,13          ,38            ,0
10664,23 ,1             ,F              ,African-American,Male  ,10          ,4             ,0
7930 ,22 ,1             ,M              ,Other           ,Male  ,5           ,0             ,1
1393 ,49 ,1             ,F              ,African-American,Male  ,3           ,0             ,1
3863 ,26 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
4282 ,21 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
8191 ,21 ,0             ,F              ,African-American,Male  ,0           ,1             ,1
7613 ,51 ,0             ,F              ,Other           ,Male  ,1           ,6             ,1
9889 ,35 ,0             ,F              ,African-American,Male  ,9           ,1             ,1
10686,36 ,0             ,F              ,Other           ,Male  ,0           ,36            ,1
8921 ,37 ,1             ,M              ,Other           ,Male  ,1           ,1             ,1
4558 ,33 ,0             ,F              ,Other           ,Male  ,0           ,6             ,1
2800 ,24 ,0             ,M              ,African-American,Male  ,0           ,0             ,1
8760 ,25 ,1             ,F              ,African-American,Female,6           ,12            ,1
5573 ,33 ,0             ,F              ,Other           ,Female,1           ,84            ,1
8818 ,40 ,0             ,M              ,African-American,Male  ,2           ,0             ,1
3104 ,32 ,0             ,M              ,Other           ,Female,0           ,0             ,1
8390 ,36 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
6784 ,41 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
4341 ,40 ,1             ,F              ,Other           ,Male  ,8           ,40            ,1
10216,26 ,0             ,M              ,African-American,Female,0           ,1             ,0
2604 ,34 ,1             ,F              ,African-American,Male  ,7           ,0             ,1
8844 ,31 ,1             ,F              ,Other           ,Male  ,19          ,0             ,1
10006,20 ,1             ,M              ,Other           ,Male  ,0           ,0             ,0
3260 ,55 ,1             ,F              ,African-American,Male  ,21          ,85            ,1
998  ,27 ,1             ,F              ,African-American,Male  ,13          ,2             ,1
10673,29 ,1             ,F              ,African-American,Female,7           ,1             ,1
10139,31 ,1             ,F              ,African-American,Female,1           ,33            ,1
8203 ,27 ,1             ,F              ,African-American,Male  ,2           ,39            ,0
97   ,62 ,0             ,M              ,Other           ,Male  ,0           ,-1            ,1
6062 ,57 ,0             ,F              ,Other           ,Male  ,6           ,1             ,1
10841,27 ,1             ,M              ,African-American,Male  ,0           ,5             ,1
693  ,52 ,1             ,F              ,Other           ,Male  ,6           ,1             ,1
10483,21 ,0             ,M              ,African-American,Male  ,0           ,3             ,1
4075 ,41 ,0             ,F              ,African-American,Male  ,13          ,2             ,1
7728 ,34 ,1             ,F              ,African-American,Male  ,8           ,2             ,0
646  ,48 ,1             ,M              ,Other           ,Male  ,1           ,0             ,1
7293 ,34 ,0             ,M              ,African-American,Male  ,19          ,1             ,0
9277 ,27 ,0             ,M              ,African-American,Female,0           ,1             ,1
6611 ,55 ,0             ,F              ,African-American,Male  ,0           ,1             ,1
4003 ,26 ,0             ,M              ,Other           ,Male  ,0           ,1             ,1
1320 ,46 ,0             ,F              ,Other           ,Male  ,0           ,5             ,1
6426 ,30 ,1             ,M              ,Other           ,Male  ,5           ,5             ,0
590  ,48 ,1             ,F              ,Other           ,Male  ,23          ,360           ,0
1576 ,42 ,1             ,M              ,African-American,Male  ,13          ,0             ,0
640  ,20 ,1             ,F              ,African-American,Male  ,0           ,0             ,1
3357 ,43 ,0             ,F              ,African-American,Male  ,0           ,1             ,1
2579 ,36 ,0             ,M              ,African-American,Female,0           ,0             ,1
1216 ,28 ,0             ,F              ,Other           ,Male  ,2           ,0             ,1
3768 ,36 ,0             ,M              ,African-American,Female,1           ,-1            ,1
10359,25 ,0             ,M              ,African-American,Male  ,2           ,2             ,1
5534 ,35 ,0             ,M              ,Other           ,Male  ,5           ,0             ,1
1815 ,42 ,0             ,M              ,Other           ,Male  ,0           ,3             ,1
10159,49 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
2453 ,51 ,1             ,M              ,Other           ,Female,5           ,20            ,1
246  ,48 ,0             ,M              ,Other           ,Male  ,2           ,0             ,1
8988 ,20 ,0             ,F              ,African-American,Male  ,1           ,2             ,1
7259 ,26 ,0             ,M              ,Other           ,Male  ,5           ,5             ,1
6216 ,22 ,1             ,F              ,African-American,Male  ,0           ,0             ,1
1845 ,33 ,0             ,F              ,African-American,Female,1           ,0             ,1
2078 ,43 ,1             ,F              ,Other           ,Male  ,4           ,2             ,1
7080 ,52 ,0             ,M              ,Other           ,Female,0           ,0             ,1
7455 ,22 ,0             ,F              ,African-American,Male  ,0           ,1             ,1
4372 ,20 ,1             ,M              ,African-American,Male  ,1           ,0             ,1
1681 ,50 ,0             ,F              ,African-American,Male  ,7           ,0             ,1
8478 ,34 ,0             ,F              ,Other           ,Male  ,15          ,1             ,1
1800 ,50 ,0             ,M              ,African-American,Male  ,4           ,2             ,1
1366 ,42 ,0             ,M              ,Other           ,Female,0           ,0             ,1
3335 ,30 ,1             ,M              ,Other           ,Female,0           ,1             ,1
7508 ,44 ,0             ,M              ,Other           ,Male  ,0           ,1             ,1
3415 ,31 ,1             ,F              ,African-American,Male  ,2           ,-1            ,1
4825 ,22 ,1             ,M              ,African-American,Male  ,0           ,0             ,1
9560 ,20 ,1             ,F              ,Other           ,Female,4           ,2             ,0
1072 ,28 ,0             ,F              ,African-American,Male  ,0           ,1             ,1
2370 ,28 ,0             ,M              ,African-American,Female,0           ,1             ,1
3684 ,26 ,1             ,F              ,African-American,Male  ,5           ,6             ,1
3985 ,29 ,1             ,F              ,Other           ,Male  ,17          ,2             ,1
4865 ,35 ,0             ,M              ,Other           ,Female,0           ,0             ,1
9297 ,61 ,0             ,M              ,African-American,Male  ,2           ,0             ,0
2869 ,36 ,0             ,M              ,Other           ,Male  ,0           ,1             ,1
9578 ,26 ,0             ,M              ,African-American,Male  ,5           ,323           ,1
10491,29 ,0             ,M              ,Other           ,Male  ,1           ,0             ,1
10817,51 ,1             ,F              ,Other           ,Male  ,0           ,1             ,1
2677 ,22 ,0             ,F              ,Other           ,Male  ,2           ,3             ,1
1660 ,27 ,1             ,F              ,African-American,Male  ,9           ,799           ,0
6207 ,38 ,1             ,M              ,African-American,Male  ,0           ,749           ,0
10416,24 ,0             ,M              ,African-American,Male  ,1           ,24            ,1
5942 ,26 ,1             ,F              ,Other           ,Male  ,1           ,3             ,1
445  ,58 ,0             ,F              ,Other           ,Male  ,2           ,1             ,1
5022 ,59 ,0             ,F              ,African-American,Male  ,8           ,5             ,1
6044 ,19 ,1             ,F              ,African-American,Male  ,3           ,1             ,0
4945 ,27 ,1             ,F              ,Other           ,Female,2           ,62            ,1
2606 ,27 ,0             ,F              ,African-American,Male  ,10          ,7             ,0
2574 ,23 ,0             ,F              ,Other           ,Male  ,2           ,13            ,1
6428 ,43 ,1             ,M              ,Other           ,Female,22          ,26            ,0
7388 ,32 ,0             ,M              ,Other           ,Male  ,0           ,1             ,1
4701 ,38 ,0             ,F              ,Other           ,Male  ,17          ,180           ,0
5665 ,51 ,0             ,F              ,Other           ,Female,4           ,8             ,1
3591 ,27 ,0             ,F              ,Other           ,Male  ,2           ,10            ,1
7210 ,27 ,0             ,F              ,African-American,Male  ,1           ,1             ,0
9126 ,30 ,0             ,M              ,African-American,Male  ,2           ,18            ,1
4463 ,45 ,1             ,F              ,Other           ,Female,7           ,0             ,1
7223 ,46 ,0             ,F              ,African-American,Male  ,3           ,1             ,1
6224 ,24 ,0             ,F              ,Other           ,Male  ,1           ,10            ,1
10571,21 ,1             ,F              ,Other           ,Male  ,3           ,1             ,0
8367 ,30 ,1             ,F              ,African-American,Male  ,15          ,93            ,0
7738 ,32 ,0             ,F              ,Other           ,Male  ,2           ,0             ,1
2855 ,25 ,1             ,M              ,African-American,Female,1           ,0             ,1
9547 ,26 ,0             ,M              ,Other           ,Male  ,0           ,1             ,1
5251 ,21 ,0             ,F              ,Other           ,Male  ,1           ,1             ,1
7162 ,47 ,1             ,F              ,African-American,Male  ,3           ,11            ,1
79   ,31 ,0             ,F              ,African-American,Male  ,15          ,135           ,1
1952 ,21 ,0             ,M              ,African-American,Male  ,0           ,0             ,1
729  ,59 ,1             ,F              ,Other           ,Male  ,1           ,0             ,1
10963,42 ,0             ,F              ,Other           ,Male  ,5           ,31            ,1
2983 ,25 ,0             ,F              ,Other           ,Female,0           ,1             ,1
6386 ,28 ,1             ,F              ,Other           ,Male  ,2           ,1             ,1
7159 ,34 ,0             ,F              ,Other           ,Male  ,1           ,4             ,1
7054 ,51 ,0             ,M              ,Other           ,Male  ,0           ,1             ,1
9133 ,26 ,0             ,F              ,Other           ,Female,0           ,0             ,1
6932 ,22 ,1             ,F              ,Other           ,Male  ,3           ,142           ,1
5524 ,41 ,0             ,F              ,African-American,Male  ,7           ,0             ,1
8369 ,47 ,0             ,M              ,Other           ,Male  ,5           ,4             ,1
10674,32 ,0             ,F              ,African-American,Male  ,9           ,56            ,0
465  ,42 ,0             ,F              ,Other           ,Female,0           ,1             ,1
2101 ,31 ,1             ,F              ,Other           ,Male  ,10          ,1             ,1
6505 ,29 ,0             ,F              ,Other           ,Male  ,5           ,0             ,1
5851 ,34 ,1             ,F              ,Other           ,Male  ,16          ,1             ,1
2696 ,34 ,0             ,F              ,African-American,Male  ,2           ,0             ,1
2332 ,56 ,0             ,F              ,Other           ,Male  ,0           ,-1            ,1
351  ,28 ,0             ,F              ,Other           ,Male  ,1           ,6             ,1
1638 ,45 ,1             ,F              ,African-American,Male  ,10          ,1             ,1
1303 ,24 ,1             ,F              ,African-American,Male  ,1           ,1             ,1
9376 ,29 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
3191 ,37 ,0             ,F              ,African-American,Male  ,4           ,92            ,1
6065 ,57 ,0             ,F              ,African-American,Male  ,19          ,3             ,1
6584 ,30 ,0             ,F              ,Other           ,Male  ,1           ,0             ,1
4663 ,49 ,1             ,F              ,Other           ,Male  ,5           ,3             ,1
4826 ,31 ,1             ,F              ,Other           ,Male  ,8           ,13            ,1
2103 ,28 ,1             ,F              ,African-American,Male  ,2           ,1             ,1
6552 ,48 ,1             ,M              ,Other           ,Female,8           ,23            ,1
4568 ,24 ,1             ,F              ,Other           ,Male  ,0           ,1             ,1
2762 ,21 ,1             ,F              ,African-American,Male  ,3           ,4             ,1
8106 ,69 ,1             ,F              ,African-American,Male  ,1           ,1             ,1
3286 ,40 ,1             ,M              ,Other           ,Male  ,4           ,2             ,1
2787 ,39 ,1             ,F              ,African-American,Female,0           ,2             ,1
1220 ,39 ,0             ,F              ,African-American,Male  ,0           ,0             ,1
319  ,56 ,1             ,F              ,Other           ,Male  ,7           ,0             ,1
9004 ,23 ,0             ,F              ,African-American,Male  ,0           ,0             ,1
4186 ,59 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
8504 ,27 ,1             ,F              ,Other           ,Male  ,5           ,6             ,1
3170 ,27 ,1             ,M              ,African-American,Female,0           ,6             ,0
4767 ,39 ,0             ,F              ,Other           ,Male  ,3           ,0             ,1
10854,38 ,0             ,M              ,Other           ,Male  ,0           ,1             ,1
5348 ,35 ,1             ,M              ,African-American,Female,0           ,2             ,1
5635 ,52 ,0             ,M              ,Other           ,Female,3           ,0             ,1
10787,45 ,0             ,M              ,African-American,Female,9           ,75            ,1
8838 ,25 ,0             ,M              ,Other           ,Female,0           ,0             ,1
8959 ,33 ,1             ,F              ,Other           ,Male  ,7           ,116           ,0
580  ,21 ,0             ,M              ,Other           ,Male  ,3           ,5             ,1
42   ,32 ,1             ,F              ,African-American,Male  ,4           ,1             ,0
2656 ,58 ,0             ,F              ,Other           ,Male  ,1           ,0             ,1
7015 ,23 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
2578 ,63 ,1             ,F              ,Other           ,Male  ,23          ,2             ,1
3426 ,25 ,1             ,F              ,African-American,Male  ,21          ,2             ,0
10807,25 ,1             ,M              ,Other           ,Male  ,3           ,172           ,0
7775 ,41 ,0             ,F              ,African-American,Male  ,2           ,0             ,1
8195 ,37 ,0             ,M              ,African-American,Male  ,17          ,45            ,0
3212 ,25 ,1             ,F              ,African-American,Male  ,0           ,1             ,1
1869 ,47 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
7198 ,21 ,1             ,F              ,African-American,Male  ,1           ,2             ,1
3110 ,21 ,1             ,M              ,Other           ,Male  ,0           ,0             ,1
7868 ,37 ,0             ,F              ,African-American,Female,0           ,0             ,1
7502 ,41 ,1             ,F              ,Other           ,Male  ,11          ,118           ,1
2184 ,23 ,1             ,M              ,Other           ,Male  ,5           ,54            ,1
2400 ,30 ,0             ,F              ,African-American,Male  ,11          ,0             ,0
2927 ,34 ,1             ,F              ,African-American,Male  ,7           ,0             ,1
345  ,52 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
8091 ,43 ,1             ,F              ,African-American,Male  ,0           ,0             ,1
2886 ,27 ,1             ,F              ,African-American,Male  ,9           ,24            ,1
6931 ,31 ,0             ,M              ,African-American,Male  ,0           ,3             ,1
6636 ,21 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
10981,32 ,0             ,F              ,African-American,Male  ,4           ,0             ,1
10455,25 ,0             ,F              ,Other           ,Female,0           ,0             ,1
2476 ,26 ,1             ,F              ,African-American,Male  ,13          ,-1            ,0
3924 ,37 ,0             ,F              ,African-American,Female,13          ,1             ,1
7335 ,24 ,1             ,F              ,African-American,Male  ,2           ,1             ,1
10972,32 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
10253,43 ,0             ,F              ,Other           ,Male  ,1           ,0             ,1
9589 ,50 ,0             ,M              ,African-American,Male  ,2           ,30            ,1
3302 ,25 ,1             ,F              ,Other           ,Female,2           ,11            ,1
1643 ,26 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
10207,35 ,0             ,F              ,African-American,Male  ,9           ,1             ,1
5231 ,26 ,1             ,M              ,Other           ,Male  ,1           ,0             ,1
9112 ,31 ,1             ,F              ,Other           ,Male  ,11          ,0             ,1
10964,36 ,0             ,F              ,African-American,Male  ,9           ,57            ,1
864  ,24 ,0             ,F              ,Other           ,Male  ,8           ,-1            ,0
9747 ,32 ,1             ,F              ,African-American,Male  ,4           ,1             ,1
1136 ,25 ,1             ,M              ,African-American,Male  ,7           ,0             ,1
5735 ,43 ,1             ,F              ,African-American,Male  ,0           ,1             ,1
2837 ,58 ,0             ,M              ,African-American,Female,3           ,18            ,1
8117 ,28 ,1             ,F              ,Other           ,Male  ,0           ,37            ,1
1272 ,37 ,1             ,F              ,African-American,Male  ,6           ,20            ,1
953  ,29 ,0             ,M              ,African-American,Male  ,0           ,0             ,1
2746 ,48 ,1             ,M              ,Other           ,Male  ,1           ,0             ,1
1746 ,25 ,1             ,M              ,Other           ,Male  ,1           ,0             ,1
8341 ,47 ,0             ,M              ,Other           ,Male  ,1           ,0             ,1
5182 ,52 ,0             ,F              ,Other           ,Male  ,1           ,0             ,1
9557 ,25 ,0             ,M              ,African-American,Female,2           ,0             ,1
7904 ,33 ,0             ,M              ,African-American,Female,0           ,7             ,0
3053 ,35 ,0             ,M              ,African-American,Male  ,2           ,1             ,1
2236 ,43 ,1             ,F              ,African-American,Male  ,4           ,1             ,1
2215 ,22 ,1             ,F              ,African-American,Male  ,3           ,214           ,1
6001 ,31 ,1             ,F              ,African-American,Male  ,11          ,-1            ,0
9931 ,58 ,0             ,M              ,African-American,Male  ,0           ,1             ,1
10338,34 ,1             ,F              ,Other           ,Female,0           ,0             ,1
1388 ,57 ,1             ,F              ,Other           ,Female,1           ,1             ,1
7848 ,21 ,0             ,F              ,Other           ,Female,0           ,0             ,1
3481 ,27 ,1             ,M              ,African-American,Female,2           ,1             ,1
10219,20 ,1             ,F              ,Other           ,Female,0           ,18            ,0
4516 ,45 ,1             ,M              ,Other           ,Male  ,1           ,0             ,1
9722 ,24 ,1             ,F              ,Other           ,Male  ,1           ,3             ,1
3394 ,21 ,1             ,F              ,Other           ,Male  ,3           ,127           ,0
2685 ,21 ,0             ,F              ,African-American,Female,0           ,0             ,1
195  ,25 ,0             ,F              ,Other           ,Female,2           ,3             ,1
2501 ,22 ,0             ,F              ,African-American,Male  ,0           ,1             ,1
6196 ,20 ,1             ,F              ,African-American,Male  ,2           ,2             ,0
7457 ,26 ,1             ,F              ,African-American,Male  ,5           ,27            ,1
1594 ,21 ,0             ,M              ,African-American,Female,0           ,1             ,1
9969 ,45 ,1             ,F              ,Other           ,Male  ,5           ,1             ,1
1994 ,29 ,1             ,M              ,Other           ,Male  ,7           ,1             ,0
5745 ,29 ,0             ,F              ,African-American,Male  ,2           ,27            ,1
10980,28 ,0             ,F              ,African-American,Male  ,1           ,0             ,1
8523 ,22 ,0             ,F              ,Other           ,Female,1           ,0             ,1
10567,29 ,0             ,F              ,Other           ,Female,3           ,0             ,1
5075 ,26 ,1             ,M              ,African-American,Male  ,24          ,85            ,0
5373 ,21 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
9980 ,41 ,1             ,F              ,African-American,Female,2           ,23            ,1
2180 ,39 ,1             ,F              ,Other           ,Male  ,1           ,0             ,1
1596 ,27 ,1             ,F              ,African-American,Male  ,1           ,1             ,1
2668 ,35 ,0             ,F              ,Other           ,Female,3           ,0             ,1
3787 ,27 ,1             ,F              ,African-American,Male  ,1           ,168           ,1
2907 ,22 ,1             ,F              ,African-American,Male  ,3           ,1             ,1
10444,30 ,0             ,F              ,African-American,Male  ,8           ,0             ,1
3542 ,20 ,1             ,F              ,Other           ,Male  ,0           ,8             ,1
2262 ,23 ,1             ,M              ,African-American,Male  ,0           ,0             ,1
3232 ,46 ,0             ,F              ,African-American,Female,0           ,1             ,1
1948 ,53 ,0             ,F              ,Other           ,Male  ,4           ,-1            ,1
9621 ,53 ,0             ,F              ,Other           ,Male  ,0           ,11            ,1
4521 ,27 ,0             ,F              ,Other           ,Female,0           ,0             ,1
3830 ,26 ,0             ,M              ,African-American,Female,0           ,0             ,1
6558 ,66 ,1             ,F              ,Other           ,Male  ,1           ,4             ,1
4021 ,39 ,0             ,F              ,African-American,Male  ,1           ,4             ,1
