0,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
7714,47,Non-Private,123681,14,Married,Managerial-Specialist,Husband,White,Male,7688,0,60,US,1
18427,41,Private,67065,11,Married,Other,Husband,White,Male,0,0,40,US,0
47176,39,Non-Private,102178,10,Married,Managerial-Specialist,Husband,White,Male,0,0,35,US,0
9907,68,Private,117542,9,Married,Managerial-Specialist,Husband,White,Male,1409,0,15,US,0
2458,29,Non-Private,180916,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,38,US,0
43285,17,Private,158762,6,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,16,US,0
2507,59,Non-Private,104216,15,Married,Other,Husband,White,Male,0,0,25,US,0
47744,36,Private,191146,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,38,US,0
46550,44,Private,208726,9,Married,Other,Non-Husband,White,Female,0,0,40,US,0
46695,29,Private,1024535,7,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
19476,41,Private,171546,13,Married,Other,Husband,White,Male,0,0,45,US,1
26784,28,Private,68642,9,Non-Married,Other,Non-Husband,White,Female,0,0,46,US,0
36287,77,Private,189173,9,Married,Managerial-Specialist,Husband,White,Male,0,0,35,US,0
6814,55,Private,308373,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
24061,54,Private,115602,9,Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
23870,26,Private,112847,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
13788,57,Non-Private,32694,16,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
5457,34,Private,209808,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
19783,55,Private,178644,5,Married,Other,Husband,White,Male,0,0,55,US,0
30251,23,Private,250037,10,Non-Married,Other,Non-Husband,White,Female,0,0,50,US,0
34313,62,Private,165827,9,Married,Other,Husband,White,Male,0,0,40,US,0
22097,22,Private,168187,10,Non-Married,Other,Non-Husband,White,Female,0,0,50,US,0
26489,29,Non-Private,350603,6,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,38,US,0
1421,40,Private,256202,11,Married,Other,Husband,Non-White,Male,0,0,40,US,0
18227,34,Private,137814,10,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
43742,22,Non-Private,194630,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,10,US,0
19660,49,Private,98092,9,Married,Other,Husband,White,Male,0,0,40,US,1
27219,57,Non-Private,135134,14,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
2795,34,Private,355571,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
4421,53,Private,88842,9,Married,Managerial-Specialist,Husband,White,Male,99999,0,40,US,1
842,51,Private,146813,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
23851,25,Private,367306,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
46117,41,Private,413365,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
45083,33,Non-Private,134737,9,Married,Other,Husband,White,Male,2829,0,70,US,0
24307,42,Private,191765,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,2339,40,Non-US,0
8397,34,Private,192002,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
38924,33,Private,150324,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,49,US,0
29270,47,Private,225065,3,Non-Married,Other,Non-Husband,White,Female,0,0,40,Non-US,0
8470,41,Non-Private,352056,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
17233,25,Private,352806,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,Non-US,0
7241,23,Private,148709,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
749,46,Non-Private,193047,13,Married,Managerial-Specialist,Husband,White,Male,0,0,37,US,0
9167,32,Non-Private,97723,11,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
17576,33,Non-Private,154874,10,Married,Other,Husband,White,Male,0,0,40,US,0
8322,20,Private,124954,10,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
7811,42,Private,136986,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
27274,39,Non-Private,152023,7,Married,Other,Husband,White,Male,0,0,40,US,0
24164,42,Non-Private,277488,15,Married,Managerial-Specialist,Husband,White,Male,15024,0,65,US,1
45969,30,Private,192644,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
1981,49,Non-Private,168232,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
25295,61,Private,187636,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
6448,20,Non-Private,298155,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
27242,39,Private,210991,9,Married,Other,Husband,White,Male,0,0,40,US,0
24225,29,Private,413297,12,Non-Married,Other,Non-Husband,White,Male,0,0,45,Non-US,0
40152,27,Private,201017,16,Married,Managerial-Specialist,Husband,White,Male,0,0,80,US,0
37401,17,Non-Private,141445,5,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,5,US,0
37282,39,Private,282489,9,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
36532,54,Private,240358,14,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,0
16818,55,Non-Private,153451,9,Married,Other,Non-Husband,White,Female,0,1887,40,US,1
42332,36,Private,199288,6,Married,Other,Husband,White,Male,0,0,70,US,0
44122,24,Private,263612,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
12541,40,Private,205987,15,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
46620,31,Private,341632,12,Married,Other,Husband,Non-White,Male,0,0,46,US,0
15039,29,Private,89813,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
19969,21,Private,120326,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
4624,29,Private,89030,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
18888,53,Non-Private,216931,10,Married,Other,Husband,White,Male,4386,0,40,US,1
7957,26,Private,212304,4,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,48,US,0
30943,33,Private,48010,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
21505,46,Non-Private,65535,13,Married,Managerial-Specialist,Husband,White,Male,0,0,48,US,1
31927,60,Private,180418,7,Married,Other,Husband,White,Male,0,0,40,US,0
22946,40,Non-Private,189610,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,52,US,0
22525,35,Private,25803,9,Married,Other,Husband,White,Male,0,0,40,US,0
26113,61,Non-Private,171831,9,Married,Managerial-Specialist,Husband,White,Male,2829,0,45,US,0
40084,33,Private,232650,13,Married,Other,Husband,White,Male,0,0,40,US,1
38009,55,Private,209962,9,Married,Other,Husband,White,Male,0,0,35,US,0
30549,31,Non-Private,189843,9,Non-Married,Other,Non-Husband,White,Male,0,0,47,US,1
36501,32,Private,280077,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,0
36899,44,Non-Private,205033,8,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
41345,74,Non-Private,45319,8,Married,Other,Husband,White,Male,1409,0,20,Non-US,0
26825,49,Non-Private,43348,16,Non-Married,Managerial-Specialist,Non-Husband,White,Male,99999,0,70,US,1
16026,40,Private,206066,9,Married,Other,Husband,White,Male,0,0,50,US,0
48661,47,Non-Private,263215,13,Married,Managerial-Specialist,Husband,White,Male,0,0,80,US,0
36759,46,Non-Private,192235,7,Married,Other,Husband,Non-White,Male,0,0,40,US,0
19666,23,Non-Private,280164,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,32,US,0
31359,28,Private,178489,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,45,US,0
5965,42,Non-Private,323790,13,Married,Managerial-Specialist,Husband,White,Male,0,1977,70,US,1
8758,29,Private,243660,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
22778,27,Private,97490,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
45743,21,Private,321369,6,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
17930,53,Non-Private,227392,10,Married,Other,Husband,White,Male,0,0,60,US,0
31973,23,Private,263886,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,20,US,0
8842,29,Private,256671,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
33210,26,Non-Private,197897,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,20,Non-US,0
23044,53,Non-Private,110445,10,Married,Other,Husband,White,Male,0,0,60,US,0
10148,23,Private,96585,9,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
35019,41,Non-Private,171351,9,Married,Other,Husband,White,Male,0,0,50,US,1
33171,37,Private,410034,9,Married,Other,Husband,White,Male,0,0,56,US,0
1433,18,Private,169882,10,Non-Married,Other,Non-Husband,White,Female,594,0,15,US,0
31854,31,Private,191276,11,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
39154,20,Private,236601,10,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
18790,37,Private,149297,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,30,US,0
12441,50,Non-Private,114758,13,Non-Married,Other,Non-Husband,White,Male,4416,0,45,US,0
34986,36,Private,219546,10,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
48327,59,Private,107318,9,Married,Other,Husband,White,Male,0,0,50,US,0
33628,64,Private,240357,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
45473,42,Private,183319,9,Non-Married,Other,Non-Husband,White,Male,0,0,43,US,1
46918,33,Private,38848,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
10401,56,Private,365050,4,Non-Married,Other,Non-Husband,Non-White,Female,0,0,20,US,0
3157,21,Private,305874,10,Married,Other,Husband,White,Male,0,0,40,US,0
47185,48,Non-Private,196707,16,Married,Managerial-Specialist,Husband,White,Male,99999,0,60,US,1
413,46,Private,188386,16,Married,Managerial-Specialist,Husband,White,Male,15024,0,60,US,1
10768,38,Private,203836,10,Married,Other,Husband,White,Male,0,0,50,US,1
7828,46,Private,124071,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,44,US,0
26946,50,Private,129956,9,Married,Other,Husband,White,Male,0,0,48,US,1
17357,38,Private,497788,9,Married,Other,Husband,White,Male,0,0,50,US,0
27018,65,Private,143732,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
39479,41,Private,125461,10,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
7293,34,Private,118941,7,Non-Married,Other,Non-Husband,White,Female,0,0,40,Non-US,0
37176,50,Private,180195,16,Married,Managerial-Specialist,Husband,White,Male,99999,0,50,US,1
48356,59,Private,176118,14,Married,Managerial-Specialist,Husband,White,Male,0,0,7,US,1
30334,20,Non-Private,162667,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
24288,33,Private,194901,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
5599,29,Private,176683,13,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,1
11081,43,Private,75742,10,Married,Other,Husband,White,Male,0,0,45,US,0
12211,22,Private,269474,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,10,US,0
13877,42,Private,121718,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
42705,36,Private,161141,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
40959,49,Non-Private,393691,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
29981,54,Non-Private,223752,13,Married,Managerial-Specialist,Husband,White,Male,7688,0,40,US,1
30055,40,Non-Private,132222,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
11648,42,Non-Private,115932,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
44830,60,Non-Private,54553,9,Married,Other,Husband,White,Male,0,0,20,US,0
36693,37,Private,356250,9,Married,Other,Husband,Non-White,Male,0,0,40,Non-US,0
28446,61,Non-Private,221943,10,Married,Managerial-Specialist,Husband,White,Male,9386,0,40,US,1
37622,20,Private,35448,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,12,US,0
23206,25,Private,32276,9,Non-Married,Other,Non-Husband,White,Male,0,0,28,US,0
7099,30,Private,345122,15,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
22647,36,Non-Private,183898,13,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
35894,38,Private,179123,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,1
42892,24,Private,269799,11,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
30429,38,Private,333651,13,Married,Managerial-Specialist,Husband,White,Male,15024,0,70,US,1
38452,36,Private,327435,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
17696,21,Private,540712,9,Non-Married,Other,Non-Husband,Non-White,Male,0,1719,25,US,0
36925,33,Private,100294,9,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
41150,43,Private,84673,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,38,US,1
7182,22,Private,62865,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
43291,42,Private,200610,9,Married,Other,Husband,White,Male,0,1740,60,US,0
10644,43,Private,174325,4,Married,Other,Husband,Non-White,Male,0,0,40,US,0
7078,42,Non-Private,25240,11,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
48223,35,Private,280966,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
1869,32,Non-Private,298332,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
2280,21,Non-Private,258490,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
45564,27,Private,249382,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
19591,41,Private,315834,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,1876,40,US,0
9870,23,Private,84648,10,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
45013,39,Private,202662,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
47888,42,Non-Private,69758,12,Non-Married,Other,Non-Husband,Non-White,Male,0,0,48,US,1
34926,17,Private,162205,6,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
38798,33,Private,103651,9,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
31713,33,Private,33117,12,Married,Other,Husband,White,Male,0,0,40,US,0
14708,30,Private,227886,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,35,Non-US,0
19321,23,Private,171705,9,Non-Married,Other,Non-Husband,White,Female,0,0,48,US,0
18931,66,Private,213477,4,Non-Married,Other,Non-Husband,White,Male,0,0,10,US,0
47990,27,Private,58150,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
46694,51,Private,257756,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,1
20418,28,Private,122540,6,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
13153,26,Private,321629,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,16,US,0
47538,58,Private,101338,9,Married,Other,Husband,White,Male,0,0,40,Non-US,1
42418,57,Non-Private,200316,4,Married,Other,Husband,White,Male,0,0,50,US,0
24147,62,Private,195343,16,Non-Married,Managerial-Specialist,Non-Husband,White,Male,15020,0,50,US,1
38845,47,Non-Private,132589,10,Married,Other,Husband,White,Male,0,0,72,US,0
8805,20,Private,216563,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
22506,37,Private,137229,11,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,1
14861,60,Private,142494,10,Married,Managerial-Specialist,Husband,White,Male,15024,0,40,US,1
36258,35,Private,149455,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
46734,32,Non-Private,127295,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,20,Non-US,0
29462,42,Non-Private,195897,4,Married,Other,Husband,White,Male,0,0,40,US,0
23078,50,Private,43764,16,Married,Managerial-Specialist,Husband,White,Male,15024,0,50,US,1
46021,61,Private,204908,7,Married,Other,Husband,White,Male,0,0,36,US,0
17675,68,Non-Private,133736,10,Married,Other,Husband,White,Male,20051,0,40,US,1
9424,50,Non-Private,154779,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
17395,35,Private,82622,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
5605,55,Non-Private,123382,11,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,35,US,0
313,36,Non-Private,205607,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,1
981,22,Private,284317,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
24672,28,Private,293926,9,Married,Other,Husband,White,Male,0,1740,30,US,0
19491,23,Private,123983,11,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
451,45,Non-Private,197332,10,Married,Other,Husband,White,Male,0,0,55,US,1
44718,41,Non-Private,216116,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,1
47108,20,Non-Private,147031,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,15,US,0
5063,44,Private,111067,10,Married,Other,Husband,White,Male,0,0,40,US,0
23380,33,Private,138667,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
45226,59,Private,66440,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
23695,42,Private,29702,6,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
44601,17,Private,188758,7,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
37597,20,Private,116830,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,43,US,0
38754,56,Private,345730,9,Married,Other,Husband,White,Male,0,0,40,US,0
3825,21,Private,177711,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
32113,54,Private,123374,4,Married,Other,Husband,White,Male,0,0,40,US,0
28167,17,Private,452406,7,Non-Married,Other,Non-Husband,Non-White,Female,0,0,15,US,0
22215,19,Non-Private,43887,9,Non-Married,Other,Non-Husband,White,Male,0,0,10,US,0
34717,19,Private,37085,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
36697,27,Non-Private,200381,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
16455,26,Private,58098,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,1974,40,US,0
30064,23,Private,197666,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,24,Non-US,0
17354,19,Private,108147,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,15,US,0
48089,54,Private,192386,10,Married,Managerial-Specialist,Husband,White,Male,7298,0,38,US,1
25280,32,Private,180284,6,Married,Other,Husband,White,Male,0,0,40,US,1
36219,30,Private,205916,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
5453,45,Private,275517,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
31034,34,Non-Private,44464,16,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
43650,63,Private,286990,10,Married,Other,Husband,White,Male,0,0,50,US,1
33093,60,Private,209844,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
30519,34,Non-Private,93886,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,46,US,1
11990,61,Private,198078,9,Married,Other,Husband,White,Male,0,0,40,US,1
46156,31,Private,214235,9,Married,Other,Husband,White,Male,0,1977,40,US,1
28772,67,Private,160456,7,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
11185,46,Private,172581,13,Married,Managerial-Specialist,Husband,White,Male,0,1902,50,US,1
18622,70,Private,118630,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
26848,51,Private,226735,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
6676,25,Private,310864,13,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
14310,30,Private,261677,5,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
244,38,Private,179488,10,Non-Married,Other,Non-Husband,White,Male,0,1741,40,US,0
3489,36,Private,163396,11,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
39134,43,Non-Private,192381,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
43045,42,Non-Private,209301,9,Married,Other,Husband,White,Male,0,0,50,US,0
33911,18,Private,70021,9,Non-Married,Other,Non-Husband,White,Male,0,0,12,US,0
28128,30,Private,200192,10,Married,Other,Non-Husband,White,Female,0,0,45,US,0
19241,18,Non-Private,391257,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
21921,38,Non-Private,187934,9,Married,Other,Non-Husband,White,Female,0,0,20,Non-US,0
12243,55,Private,188917,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
17007,25,Private,195914,10,Non-Married,Other,Non-Husband,Non-White,Female,3418,0,30,US,0
11105,21,Private,57916,4,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
15929,32,Private,119124,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
17304,25,Private,217006,7,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
16034,37,Private,99151,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
7709,37,Private,361888,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,10520,0,40,US,1
44842,21,Private,196074,5,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
18385,43,Private,180303,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,50,US,1
21818,50,Non-Private,157043,14,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,2202,0,30,US,0
22990,23,Private,39182,9,Married,Other,Husband,White,Male,0,0,40,US,0
17097,30,Private,263150,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
29784,34,Private,157747,9,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
24575,21,Private,178255,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,Non-US,0
42046,25,Non-Private,55360,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
14729,40,Non-Private,195520,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,49,US,0
28658,47,Private,78529,13,Married,Other,Husband,White,Male,0,0,60,US,1
25735,30,Private,113364,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,Non-US,0
40078,26,Non-Private,179633,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
27845,36,Private,133569,2,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
2183,35,Non-Private,207568,4,Married,Other,Husband,White,Male,0,0,75,US,0
41567,58,Private,125317,16,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
44233,37,Private,109996,5,Married,Other,Non-Husband,Non-White,Female,0,0,40,Non-US,0
21137,34,Private,213887,10,Married,Other,Husband,White,Male,0,0,40,US,0
11558,32,Private,188245,7,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
15270,58,Private,169611,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
39122,73,Non-Private,114561,3,Non-Married,Other,Non-Husband,Non-White,Female,0,0,25,Non-US,0
47070,24,Non-Private,52262,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
43338,53,Private,308082,1,Non-Married,Other,Non-Husband,White,Female,0,0,15,Non-US,0
13014,28,Private,176137,9,Non-Married,Other,Non-Husband,White,Female,0,0,32,US,0
20742,61,Non-Private,352448,13,Married,Other,Husband,White,Male,0,0,60,US,0
786,61,Non-Private,36671,9,Married,Other,Husband,White,Male,0,2352,50,US,0
36196,23,Private,390348,10,Non-Married,Other,Non-Husband,White,Male,0,0,44,Non-US,0
9727,30,Private,375827,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
26937,35,Private,268661,10,Married,Other,Husband,White,Male,0,0,50,US,0
31944,44,Private,144067,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,12,Non-US,0
20994,61,Private,54373,10,Married,Other,Husband,White,Male,0,0,40,US,0
43853,23,Non-Private,209744,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,38,US,0
22395,26,Non-Private,190350,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,35,US,0
31199,28,Non-Private,37088,13,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
45005,26,Private,159732,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,2205,43,US,0
13834,23,Private,109199,3,Married,Other,Husband,White,Male,0,0,40,Non-US,0
9497,33,Private,184833,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
37184,47,Non-Private,274657,9,Married,Other,Non-Husband,White,Male,3908,0,40,US,0
37210,34,Private,301251,13,Married,Other,Husband,White,Male,0,0,50,US,1
41969,24,Private,228649,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
28859,21,Private,306779,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
14064,61,Private,175999,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
19207,46,Non-Private,298786,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
42801,31,Private,187560,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
39264,25,Private,198318,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
32288,21,Private,67804,5,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,20,US,0
8660,33,Non-Private,116539,9,Married,Other,Husband,White,Male,0,0,40,US,0
23973,37,Private,112271,7,Married,Other,Husband,White,Male,0,0,40,US,1
26468,48,Private,123075,11,Married,Other,Husband,White,Male,0,0,40,US,1
23075,47,Private,39530,9,Non-Married,Other,Non-Husband,White,Female,0,0,4,US,0
354,59,Non-Private,372020,13,Married,Other,Husband,White,Male,0,0,40,US,1
48588,44,Private,212894,6,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
36661,17,Private,154078,8,Non-Married,Other,Non-Husband,White,Female,0,0,16,US,0
34530,47,Private,219054,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
10151,52,Non-Private,137753,9,Married,Other,Non-Husband,Non-White,Female,0,0,20,US,0
42791,65,Private,138247,10,Non-Married,Other,Non-Husband,White,Female,0,0,22,US,0
19172,83,Non-Private,272248,9,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
15554,22,Private,448626,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
29098,37,Private,292370,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,50,US,1
44314,44,Private,104719,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,38,US,0
42653,20,Private,376416,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
4063,51,Private,306785,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
31639,52,Private,174752,9,Married,Other,Husband,White,Male,0,0,60,US,1
29972,47,Private,293623,7,Married,Other,Husband,White,Male,0,0,40,Non-US,0
